CustomerID,CustomerSegment,CardVariant,City,State
C012296,Premium,Gold,Hyderabad,Telangana
C012298,Premium,Platinum,Delhi,Delhi
C012300,Affluent,Membership Rewards,Bengaluru,Karnataka
C012301,Premium,Platinum,Gurugram,Haryana
C012302,Affluent,Membership Rewards,Chennai,Tamil Nadu
C012304,Upper Middle,Gold,Ahmedabad,Gujarat
C012305,Affluent,Travel Platinum,Chennai,Tamil Nadu
C012307,Upper Middle,Gold,Hyderabad,Telangana
C012309,Affluent,SmartEarn,Mumbai,Maharashtra
C012310,Affluent,Gold,Mumbai,Maharashtra
C012312,Affluent,Platinum,Gurugram,Haryana
C012313,Premium,Platinum,Gurugram,Haryana
C012315,Premium,Gold,Mumbai,Maharashtra
C012317,Mass Affluent,Corporate,Delhi,Delhi
C012318,Premium,Travel Platinum,Delhi,Delhi
C012321,Premium,SmartEarn,Mumbai,Maharashtra
C012322,Affluent,Gold,Pune,Maharashtra
C012324,Affluent,Gold,Chennai,Tamil Nadu
C012325,Upper Middle,Travel Platinum,Bengaluru,Karnataka
C012326,Upper Middle,Platinum,Chennai,Tamil Nadu
C012329,Premium,SmartEarn,Delhi,Delhi
C012330,Premium,Corporate,Mumbai,Maharashtra
C012331,Affluent,Travel Platinum,Delhi,Delhi
C012332,Affluent,Gold,Mumbai,Maharashtra
C012333,Premium,Travel Platinum,Delhi,Delhi
C012335,Premium,Gold,Hyderabad,Telangana
C012340,Affluent,Platinum,Delhi,Delhi
C012344,Affluent,Platinum,Bengaluru,Karnataka
C012345,Affluent,SmartEarn,Mumbai,Maharashtra
C012346,Affluent,Corporate,Mumbai,Maharashtra
C012347,Affluent,SmartEarn,Mumbai,Maharashtra
C012349,Upper Middle,SmartEarn,Delhi,Delhi
C012353,Affluent,Gold,Mumbai,Maharashtra
C012355,Affluent,Platinum,Pune,Maharashtra
C012356,Upper Middle,Travel Platinum,Mumbai,Maharashtra
C012357,Upper Middle,Membership Rewards,Delhi,Delhi
C012359,Affluent,Platinum,Pune,Maharashtra
C012361,Premium,Gold,Delhi,Delhi
C012362,Affluent,SmartEarn,Kolkata,West Bengal
C012363,Affluent,Platinum,Hyderabad,Telangana
C012365,Affluent,Gold,Mumbai,Maharashtra
C012368,Mass Affluent,Membership Rewards,Delhi,Delhi
C012370,Premium,Gold,Mumbai,Maharashtra
C012374,Affluent,SmartEarn,Delhi,Delhi
C012379,Premium,Membership Rewards,Kolkata,West Bengal
C012382,Premium,Gold,Delhi,Delhi
C012384,Upper Middle,Membership Rewards,Kolkata,West Bengal
C012387,Premium,Platinum,Pune,Maharashtra
C012389,Upper Middle,Membership Rewards,Hyderabad,Telangana
C012390,Affluent,Membership Rewards,Mumbai,Maharashtra
C012391,Affluent,Travel Platinum,Ahmedabad,Gujarat
C012392,Mass Affluent,Corporate,Bengaluru,Karnataka
C012397,Affluent,Membership Rewards,Mumbai,Maharashtra
C012401,Affluent,SmartEarn,Mumbai,Maharashtra
C012402,Upper Middle,SmartEarn,Mumbai,Maharashtra
C012404,Upper Middle,Travel Platinum,Chennai,Tamil Nadu
C012405,Premium,Platinum,Chennai,Tamil Nadu
C012406,Premium,Travel Platinum,Hyderabad,Telangana
C012408,Premium,SmartEarn,Delhi,Delhi
C012409,Affluent,Travel Platinum,Hyderabad,Telangana
C012411,Affluent,Membership Rewards,Jaipur,Rajasthan
C012413,Mass Affluent,Corporate,Pune,Maharashtra
C012414,Upper Middle,Gold,Hyderabad,Telangana
C012415,Affluent,Platinum,Hyderabad,Telangana
C012418,Upper Middle,Travel Platinum,Delhi,Delhi
C012419,Affluent,Corporate,Mumbai,Maharashtra
C012420,Affluent,SmartEarn,Gurugram,Haryana
C012422,Affluent,Membership Rewards,Ahmedabad,Gujarat
C012424,Affluent,Gold,Bengaluru,Karnataka
C012427,Premium,SmartEarn,Mumbai,Maharashtra
C012428,Affluent,Platinum,Mumbai,Maharashtra
C012429,Mass Affluent,Membership Rewards,Mumbai,Maharashtra
C012433,Affluent,Travel Platinum,Mumbai,Maharashtra
C012434,Affluent,Gold,Hyderabad,Telangana
C012435,Upper Middle,Membership Rewards,Mumbai,Maharashtra
C012436,Upper Middle,Platinum,Mumbai,Maharashtra
C012438,Premium,Platinum,Chennai,Tamil Nadu
C012439,Affluent,Membership Rewards,Delhi,Delhi
C012441,Mass Affluent,SmartEarn,Mumbai,Maharashtra
C012442,Premium,Travel Platinum,Delhi,Delhi
C012443,Upper Middle,Platinum,Mumbai,Maharashtra
C012446,Upper Middle,Travel Platinum,Mumbai,Maharashtra
C012449,Upper Middle,Platinum,Mumbai,Maharashtra
C012450,Affluent,Platinum,Chennai,Tamil Nadu
C012453,Mass Affluent,Membership Rewards,Bengaluru,Karnataka
C012458,Premium,Platinum,Hyderabad,Telangana
C012459,Premium,Gold,Ahmedabad,Gujarat
C012461,Mass Affluent,Travel Platinum,Ahmedabad,Gujarat
C012462,Affluent,Gold,Delhi,Delhi
C012466,Upper Middle,Travel Platinum,Chennai,Tamil Nadu
C012467,Premium,Platinum,Bengaluru,Karnataka
C012468,Affluent,Platinum,Mumbai,Maharashtra
C012469,Affluent,Membership Rewards,Mumbai,Maharashtra
C012471,Upper Middle,Corporate,Delhi,Delhi
C012472,Affluent,SmartEarn,Mumbai,Maharashtra
C012477,Premium,SmartEarn,Delhi,Delhi
C012479,Affluent,SmartEarn,Mumbai,Maharashtra
C012483,Affluent,Corporate,Kolkata,West Bengal
C012484,Affluent,Membership Rewards,Bengaluru,Karnataka
C012485,Upper Middle,Platinum,Bengaluru,Karnataka
C012488,Premium,Membership Rewards,Chennai,Tamil Nadu
C012489,Premium,Travel Platinum,Delhi,Delhi
C012495,Affluent,Corporate,Mumbai,Maharashtra
C012496,Mass Affluent,SmartEarn,Delhi,Delhi
C012500,Upper Middle,Travel Platinum,Mumbai,Maharashtra
C012502,Upper Middle,Platinum,Mumbai,Maharashtra
C012503,Premium,SmartEarn,Chennai,Tamil Nadu
C012505,Premium,Gold,Mumbai,Maharashtra
C012508,Affluent,SmartEarn,Mumbai,Maharashtra
C012510,Premium,SmartEarn,Mumbai,Maharashtra
C012514,Mass Affluent,Platinum,Mumbai,Maharashtra
C012515,Premium,SmartEarn,Bengaluru,Karnataka
C012517,Upper Middle,Platinum,Bengaluru,Karnataka
C012518,Mass Affluent,Gold,Chennai,Tamil Nadu
C012521,Upper Middle,SmartEarn,Mumbai,Maharashtra
C012522,Affluent,SmartEarn,Hyderabad,Telangana
C012523,Premium,Gold,Mumbai,Maharashtra
C012525,Premium,Platinum,Delhi,Delhi
C012526,Affluent,Gold,Kolkata,West Bengal
C012527,Mass Affluent,Travel Platinum,Chennai,Tamil Nadu
C012528,Upper Middle,Travel Platinum,Mumbai,Maharashtra
C012529,Mass Affluent,SmartEarn,Mumbai,Maharashtra
C012530,Affluent,Membership Rewards,Mumbai,Maharashtra
C012533,Premium,SmartEarn,Delhi,Delhi
C012538,Affluent,Membership Rewards,Gurugram,Haryana
C012541,Mass Affluent,Platinum,Mumbai,Maharashtra
C012542,Upper Middle,Gold,Gurugram,Haryana
C012543,Premium,Platinum,Bengaluru,Karnataka
C012545,Premium,Travel Platinum,Delhi,Delhi
C012547,Affluent,Gold,Mumbai,Maharashtra
C012549,Premium,Membership Rewards,Mumbai,Maharashtra
C012550,Mass Affluent,SmartEarn,Mumbai,Maharashtra
C012551,Premium,SmartEarn,Jaipur,Rajasthan
C012553,Upper Middle,Gold,Bengaluru,Karnataka
C012554,Upper Middle,Gold,Jaipur,Rajasthan
C012556,Upper Middle,Platinum,Kolkata,West Bengal
C012557,Mass Affluent,Platinum,Mumbai,Maharashtra
C012558,Affluent,Membership Rewards,Ahmedabad,Gujarat
C012560,Mass Affluent,Travel Platinum,Hyderabad,Telangana
C012567,Premium,Travel Platinum,Pune,Maharashtra
C012570,Upper Middle,Travel Platinum,Pune,Maharashtra
C012572,Upper Middle,SmartEarn,Jaipur,Rajasthan
C012573,Premium,Gold,Pune,Maharashtra
C012575,Premium,SmartEarn,Hyderabad,Telangana
C012576,Premium,Travel Platinum,Ahmedabad,Gujarat
C012578,Mass Affluent,Platinum,Gurugram,Haryana
C012579,Premium,Travel Platinum,Mumbai,Maharashtra
C012582,Premium,Travel Platinum,Kolkata,West Bengal
C012583,Premium,Platinum,Chennai,Tamil Nadu
C012586,Premium,Membership Rewards,Chennai,Tamil Nadu
C012587,Affluent,Travel Platinum,Ahmedabad,Gujarat
C012589,Premium,SmartEarn,Jaipur,Rajasthan
C012591,Premium,Gold,Kolkata,West Bengal
C012594,Mass Affluent,Platinum,Hyderabad,Telangana
C012599,Mass Affluent,Membership Rewards,Bengaluru,Karnataka
C012600,Premium,Membership Rewards,Hyderabad,Telangana
C012601,Premium,Membership Rewards,Pune,Maharashtra
C012602,Premium,Membership Rewards,Mumbai,Maharashtra
C012603,Mass Affluent,Membership Rewards,Delhi,Delhi
C012606,Upper Middle,Travel Platinum,Pune,Maharashtra
C012610,Mass Affluent,Platinum,Gurugram,Haryana
C012611,Affluent,Platinum,Mumbai,Maharashtra
C012612,Affluent,Platinum,Kolkata,West Bengal
C012614,Premium,Gold,Bengaluru,Karnataka
C012618,Affluent,SmartEarn,Bengaluru,Karnataka
C012619,Premium,Travel Platinum,Delhi,Delhi
C012620,Affluent,SmartEarn,Delhi,Delhi
C012621,Premium,Platinum,Pune,Maharashtra
C012624,Premium,Gold,Bengaluru,Karnataka
C012627,Affluent,SmartEarn,Kolkata,West Bengal
C012628,Upper Middle,Platinum,Gurugram,Haryana
C012631,Affluent,SmartEarn,Hyderabad,Telangana
C012633,Affluent,Gold,Chennai,Tamil Nadu
C012634,Premium,Gold,Chennai,Tamil Nadu
C012636,Upper Middle,SmartEarn,Delhi,Delhi
C012637,Affluent,Platinum,Gurugram,Haryana
C012639,Affluent,Gold,Delhi,Delhi
C012641,Upper Middle,SmartEarn,Mumbai,Maharashtra
C012644,Upper Middle,Platinum,Mumbai,Maharashtra
C012649,Affluent,Membership Rewards,Kolkata,West Bengal
C012651,Affluent,Corporate,Hyderabad,Telangana
C012653,Premium,Membership Rewards,Pune,Maharashtra
C012654,Premium,SmartEarn,Mumbai,Maharashtra
C012656,Affluent,Platinum,Jaipur,Rajasthan
C012657,Affluent,Corporate,Bengaluru,Karnataka
C012660,Premium,Corporate,Bengaluru,Karnataka
C012661,Upper Middle,Gold,Bengaluru,Karnataka
C012662,Premium,Gold,Mumbai,Maharashtra
C012665,Premium,Membership Rewards,Gurugram,Haryana
C012668,Affluent,Travel Platinum,Delhi,Delhi
C012669,Premium,Travel Platinum,Pune,Maharashtra
C012670,Premium,Platinum,Mumbai,Maharashtra
C012674,Premium,SmartEarn,Mumbai,Maharashtra
C012677,Affluent,Corporate,Bengaluru,Karnataka
C012680,Affluent,Membership Rewards,Gurugram,Haryana
C012683,Affluent,Membership Rewards,Delhi,Delhi
C012684,Upper Middle,Gold,Delhi,Delhi
C012686,Premium,Travel Platinum,Mumbai,Maharashtra
C012689,Premium,Corporate,Delhi,Delhi
C012696,Affluent,Corporate,Gurugram,Haryana
C012698,Affluent,Corporate,Hyderabad,Telangana
C012700,Upper Middle,Platinum,Gurugram,Haryana
C012702,Premium,SmartEarn,Mumbai,Maharashtra
C012703,Upper Middle,Travel Platinum,Bengaluru,Karnataka
C012707,Upper Middle,Corporate,Gurugram,Haryana
C012709,Affluent,Gold,Kolkata,West Bengal
C012710,Upper Middle,Membership Rewards,Bengaluru,Karnataka
C012712,Affluent,Platinum,Ahmedabad,Gujarat
C012713,Affluent,Gold,Bengaluru,Karnataka
C012716,Affluent,SmartEarn,Gurugram,Haryana
C012718,Affluent,Platinum,Mumbai,Maharashtra
C012719,Affluent,Membership Rewards,Mumbai,Maharashtra
C012722,Premium,Membership Rewards,Chennai,Tamil Nadu
C012724,Premium,SmartEarn,Delhi,Delhi
C012731,Affluent,Membership Rewards,Mumbai,Maharashtra
C012735,Affluent,Travel Platinum,Mumbai,Maharashtra
C012737,Premium,Gold,Delhi,Delhi
C012738,Affluent,Travel Platinum,Delhi,Delhi
C012742,Premium,Platinum,Jaipur,Rajasthan
C012744,Affluent,Membership Rewards,Gurugram,Haryana
C012748,Upper Middle,Platinum,Delhi,Delhi
C012749,Upper Middle,Travel Platinum,Hyderabad,Telangana
C012750,Mass Affluent,Gold,Hyderabad,Telangana
C012751,Premium,Membership Rewards,Delhi,Delhi
C012752,Affluent,Travel Platinum,Delhi,Delhi
C012754,Upper Middle,Corporate,Bengaluru,Karnataka
C012756,Premium,Gold,Pune,Maharashtra
C012759,Affluent,Platinum,Bengaluru,Karnataka
C012760,Upper Middle,Membership Rewards,Mumbai,Maharashtra
C012763,Upper Middle,Corporate,Delhi,Delhi
C012764,Affluent,SmartEarn,Mumbai,Maharashtra
C012767,Premium,Membership Rewards,Delhi,Delhi
C012768,Upper Middle,Gold,Gurugram,Haryana
C012769,Affluent,Platinum,Pune,Maharashtra
C012770,Upper Middle,Platinum,Pune,Maharashtra
C012771,Upper Middle,Platinum,Chennai,Tamil Nadu
C012773,Upper Middle,Membership Rewards,Pune,Maharashtra
C012775,Premium,SmartEarn,Delhi,Delhi
C012777,Premium,Travel Platinum,Hyderabad,Telangana
C012778,Affluent,Platinum,Mumbai,Maharashtra
C012779,Affluent,Gold,Delhi,Delhi
C012780,Affluent,Gold,Delhi,Delhi
C012782,Affluent,Gold,Hyderabad,Telangana
C012783,Affluent,Membership Rewards,Hyderabad,Telangana
C012786,Upper Middle,Gold,Mumbai,Maharashtra
C012787,Affluent,Membership Rewards,Mumbai,Maharashtra
C012788,Upper Middle,Platinum,Pune,Maharashtra
C012792,Affluent,Platinum,Mumbai,Maharashtra
C012794,Affluent,Travel Platinum,Pune,Maharashtra
C012796,Affluent,Membership Rewards,Kolkata,West Bengal
C012797,Upper Middle,Platinum,Bengaluru,Karnataka
C012799,Affluent,Platinum,Hyderabad,Telangana
C012800,Premium,SmartEarn,Pune,Maharashtra
C012801,Affluent,SmartEarn,Chennai,Tamil Nadu
C012805,Affluent,Platinum,Pune,Maharashtra
C012807,Upper Middle,Membership Rewards,Hyderabad,Telangana
C012808,Upper Middle,Membership Rewards,Bengaluru,Karnataka
C012809,Upper Middle,Gold,Bengaluru,Karnataka
C012810,Affluent,SmartEarn,Bengaluru,Karnataka
C012813,Upper Middle,Platinum,Bengaluru,Karnataka
C012815,Affluent,SmartEarn,Bengaluru,Karnataka
C012822,Affluent,Platinum,Delhi,Delhi
C012823,Premium,Membership Rewards,Hyderabad,Telangana
C012824,Premium,SmartEarn,Delhi,Delhi
C012825,Affluent,Membership Rewards,Pune,Maharashtra
C012826,Upper Middle,Travel Platinum,Bengaluru,Karnataka
C012830,Premium,Platinum,Bengaluru,Karnataka
C012832,Premium,Membership Rewards,Pune,Maharashtra
C012833,Premium,Gold,Pune,Maharashtra
C012834,Affluent,Membership Rewards,Delhi,Delhi
C012836,Upper Middle,Corporate,Chennai,Tamil Nadu
C012840,Affluent,Membership Rewards,Hyderabad,Telangana
C012845,Upper Middle,Gold,Ahmedabad,Gujarat
C012853,Affluent,Gold,Delhi,Delhi
C012855,Upper Middle,Platinum,Chennai,Tamil Nadu
C012858,Upper Middle,Travel Platinum,Chennai,Tamil Nadu
C012860,Upper Middle,SmartEarn,Hyderabad,Telangana
C012861,Premium,SmartEarn,Ahmedabad,Gujarat
C012862,Premium,Gold,Gurugram,Haryana
C012863,Upper Middle,Membership Rewards,Mumbai,Maharashtra
C012869,Upper Middle,SmartEarn,Kolkata,West Bengal
C012871,Upper Middle,Platinum,Mumbai,Maharashtra
C012874,Premium,Travel Platinum,Mumbai,Maharashtra
C012876,Affluent,Gold,Chennai,Tamil Nadu
C012878,Premium,Platinum,Bengaluru,Karnataka
C012880,Affluent,Gold,Hyderabad,Telangana
C012882,Affluent,Platinum,Mumbai,Maharashtra
C012884,Upper Middle,Travel Platinum,Delhi,Delhi
C012887,Affluent,Gold,Pune,Maharashtra
C012888,Affluent,Travel Platinum,Bengaluru,Karnataka
C012889,Upper Middle,Gold,Mumbai,Maharashtra
C012892,Affluent,Gold,Mumbai,Maharashtra
C012895,Affluent,Corporate,Mumbai,Maharashtra
C012896,Premium,Membership Rewards,Hyderabad,Telangana
C012901,Premium,Gold,Bengaluru,Karnataka
C012902,Affluent,Membership Rewards,Gurugram,Haryana
C012903,Premium,Membership Rewards,Delhi,Delhi
C012905,Affluent,Platinum,Kolkata,West Bengal
C012906,Premium,Platinum,Bengaluru,Karnataka
C012907,Premium,Gold,Bengaluru,Karnataka
C012908,Affluent,SmartEarn,Chennai,Tamil Nadu
C012915,Premium,Membership Rewards,Delhi,Delhi
C012917,Affluent,SmartEarn,Delhi,Delhi
C012919,Affluent,SmartEarn,Pune,Maharashtra
C012920,Affluent,Gold,Mumbai,Maharashtra
C012921,Affluent,Platinum,Mumbai,Maharashtra
C012923,Mass Affluent,Platinum,Delhi,Delhi
C012925,Affluent,Gold,Delhi,Delhi
C012926,Affluent,Platinum,Bengaluru,Karnataka
C012932,Premium,Membership Rewards,Delhi,Delhi
C012935,Premium,Corporate,Delhi,Delhi
C012939,Premium,Travel Platinum,Hyderabad,Telangana
C012940,Affluent,Corporate,Delhi,Delhi
C012944,Upper Middle,SmartEarn,Jaipur,Rajasthan
C012945,Mass Affluent,Membership Rewards,Hyderabad,Telangana
C012947,Premium,Membership Rewards,Mumbai,Maharashtra
C012948,Premium,Membership Rewards,Ahmedabad,Gujarat
C012949,Upper Middle,Membership Rewards,Mumbai,Maharashtra
C012950,Affluent,Membership Rewards,Pune,Maharashtra
C012951,Upper Middle,Travel Platinum,Mumbai,Maharashtra
C012954,Premium,Membership Rewards,Delhi,Delhi
C012956,Mass Affluent,Travel Platinum,Bengaluru,Karnataka
C012957,Upper Middle,SmartEarn,Pune,Maharashtra
C012958,Premium,Gold,Bengaluru,Karnataka
C012960,Mass Affluent,Travel Platinum,Pune,Maharashtra
C012961,Affluent,SmartEarn,Mumbai,Maharashtra
C012962,Upper Middle,Corporate,Delhi,Delhi
C012966,Affluent,Gold,Hyderabad,Telangana
C012967,Upper Middle,Travel Platinum,Gurugram,Haryana
C012968,Premium,Gold,Bengaluru,Karnataka
C012969,Affluent,Platinum,Bengaluru,Karnataka
C012971,Upper Middle,SmartEarn,Mumbai,Maharashtra
C012972,Upper Middle,Travel Platinum,Pune,Maharashtra
C012973,Premium,SmartEarn,Hyderabad,Telangana
C012974,Premium,Membership Rewards,Bengaluru,Karnataka
C012977,Upper Middle,Membership Rewards,Bengaluru,Karnataka
C012984,Premium,Travel Platinum,Bengaluru,Karnataka
C012985,Premium,Gold,Ahmedabad,Gujarat
C012986,Upper Middle,Gold,Delhi,Delhi
C012987,Affluent,Travel Platinum,Mumbai,Maharashtra
C012988,Premium,Platinum,Mumbai,Maharashtra
C012992,Affluent,Travel Platinum,Bengaluru,Karnataka
C012993,Affluent,Gold,Pune,Maharashtra
C012994,Affluent,Corporate,Mumbai,Maharashtra
C012999,Premium,Gold,Chennai,Tamil Nadu
C013001,Upper Middle,Gold,Bengaluru,Karnataka
C013002,Affluent,Membership Rewards,Bengaluru,Karnataka
C013006,Premium,Platinum,Hyderabad,Telangana
C013007,Affluent,Gold,Kolkata,West Bengal
C013010,Affluent,Travel Platinum,Pune,Maharashtra
C013011,Premium,Travel Platinum,Mumbai,Maharashtra
C013012,Upper Middle,Platinum,Ahmedabad,Gujarat
C013014,Premium,Membership Rewards,Gurugram,Haryana
C013015,Premium,SmartEarn,Bengaluru,Karnataka
C013016,Affluent,Membership Rewards,Mumbai,Maharashtra
C013018,Affluent,Membership Rewards,Bengaluru,Karnataka
C013019,Upper Middle,SmartEarn,Hyderabad,Telangana
C013021,Affluent,Gold,Hyderabad,Telangana
C013022,Affluent,Gold,Kolkata,West Bengal
C013023,Premium,Platinum,Delhi,Delhi
C013026,Upper Middle,Platinum,Hyderabad,Telangana
C013027,Affluent,Gold,Kolkata,West Bengal
C013031,Mass Affluent,Travel Platinum,Mumbai,Maharashtra
C013033,Premium,Platinum,Hyderabad,Telangana
C013037,Affluent,Gold,Pune,Maharashtra
C013039,Premium,SmartEarn,Hyderabad,Telangana
C013044,Affluent,Membership Rewards,Hyderabad,Telangana
C013045,Affluent,Platinum,Bengaluru,Karnataka
C013046,Affluent,Travel Platinum,Kolkata,West Bengal
C013048,Affluent,SmartEarn,Chennai,Tamil Nadu
C013049,Mass Affluent,Gold,Chennai,Tamil Nadu
C013050,Affluent,Membership Rewards,Pune,Maharashtra
C013051,Upper Middle,Travel Platinum,Gurugram,Haryana
C013052,Premium,Membership Rewards,Mumbai,Maharashtra
C013054,Affluent,Travel Platinum,Delhi,Delhi
C013057,Affluent,Gold,Bengaluru,Karnataka
C013058,Premium,Platinum,Delhi,Delhi
C013059,Premium,Gold,Mumbai,Maharashtra
C013060,Upper Middle,Travel Platinum,Kolkata,West Bengal
C013061,Premium,Platinum,Hyderabad,Telangana
C013064,Affluent,Platinum,Delhi,Delhi
C013072,Upper Middle,Platinum,Bengaluru,Karnataka
C013076,Affluent,Platinum,Hyderabad,Telangana
C013077,Upper Middle,Gold,Bengaluru,Karnataka
C013079,Mass Affluent,Gold,Bengaluru,Karnataka
C013081,Affluent,Platinum,Delhi,Delhi
C013082,Premium,SmartEarn,Pune,Maharashtra
C013084,Affluent,Gold,Hyderabad,Telangana
C013086,Mass Affluent,Corporate,Delhi,Delhi
C013088,Mass Affluent,Platinum,Pune,Maharashtra
C013089,Mass Affluent,Gold,Kolkata,West Bengal
C013091,Affluent,SmartEarn,Delhi,Delhi
C013095,Affluent,Membership Rewards,Bengaluru,Karnataka
C013096,Premium,Platinum,Pune,Maharashtra
C013098,Upper Middle,Membership Rewards,Kolkata,West Bengal
C013099,Premium,Platinum,Mumbai,Maharashtra
C013101,Affluent,Travel Platinum,Delhi,Delhi
C013110,Mass Affluent,Travel Platinum,Hyderabad,Telangana
C013115,Premium,Gold,Jaipur,Rajasthan
C013116,Premium,Travel Platinum,Mumbai,Maharashtra
C013120,Affluent,Gold,Delhi,Delhi
C013121,Upper Middle,Platinum,Mumbai,Maharashtra
C013122,Premium,Platinum,Delhi,Delhi
C013123,Upper Middle,Platinum,Hyderabad,Telangana
C013127,Premium,SmartEarn,Jaipur,Rajasthan
C013128,Affluent,Gold,Bengaluru,Karnataka
C013132,Affluent,Platinum,Chennai,Tamil Nadu
C013134,Mass Affluent,Corporate,Ahmedabad,Gujarat
C013136,Premium,SmartEarn,Bengaluru,Karnataka
C013140,Upper Middle,Gold,Bengaluru,Karnataka
C013143,Affluent,SmartEarn,Gurugram,Haryana
C013144,Affluent,Membership Rewards,Hyderabad,Telangana
C013146,Affluent,Membership Rewards,Bengaluru,Karnataka
C013147,Affluent,Corporate,Gurugram,Haryana
C013148,Mass Affluent,Travel Platinum,Bengaluru,Karnataka
C013154,Affluent,Corporate,Pune,Maharashtra
C013155,Affluent,Membership Rewards,Mumbai,Maharashtra
C013156,Upper Middle,Membership Rewards,Bengaluru,Karnataka
C013157,Premium,Gold,Pune,Maharashtra
C013160,Upper Middle,Gold,Hyderabad,Telangana
C013161,Affluent,Membership Rewards,Gurugram,Haryana
C013162,Premium,SmartEarn,Ahmedabad,Gujarat
C013164,Premium,SmartEarn,Pune,Maharashtra
C013165,Affluent,Gold,Hyderabad,Telangana
C013166,Affluent,Travel Platinum,Delhi,Delhi
C013167,Premium,Corporate,Mumbai,Maharashtra
C013171,Affluent,Gold,Delhi,Delhi
C013172,Upper Middle,Platinum,Kolkata,West Bengal
C013173,Premium,Travel Platinum,Gurugram,Haryana
C013177,Premium,Gold,Mumbai,Maharashtra
C013182,Premium,Membership Rewards,Gurugram,Haryana
C013185,Premium,Gold,Bengaluru,Karnataka
C013187,Mass Affluent,Platinum,Kolkata,West Bengal
C013189,Premium,Membership Rewards,Pune,Maharashtra
C013191,Premium,Gold,Hyderabad,Telangana
C013192,Affluent,Gold,Delhi,Delhi
C013193,Premium,Platinum,Pune,Maharashtra
C013194,Affluent,Platinum,Bengaluru,Karnataka
C013195,Premium,Gold,Delhi,Delhi
C013196,Affluent,Platinum,Mumbai,Maharashtra
C013201,Affluent,Travel Platinum,Ahmedabad,Gujarat
C013205,Upper Middle,Gold,Delhi,Delhi
C013206,Affluent,Membership Rewards,Bengaluru,Karnataka
C013208,Affluent,SmartEarn,Ahmedabad,Gujarat
C013210,Premium,Platinum,Hyderabad,Telangana
C013212,Upper Middle,Gold,Bengaluru,Karnataka
C013215,Upper Middle,SmartEarn,Kolkata,West Bengal
C013216,Affluent,Travel Platinum,Pune,Maharashtra
C013218,Mass Affluent,Membership Rewards,Delhi,Delhi
C013220,Affluent,Membership Rewards,Chennai,Tamil Nadu
C013223,Affluent,Membership Rewards,Bengaluru,Karnataka
C013224,Affluent,Membership Rewards,Gurugram,Haryana
C013225,Mass Affluent,Gold,Hyderabad,Telangana
C013226,Affluent,Gold,Mumbai,Maharashtra
C013236,Upper Middle,SmartEarn,Bengaluru,Karnataka
C013238,Affluent,SmartEarn,Mumbai,Maharashtra
C013241,Affluent,Platinum,Mumbai,Maharashtra
C013243,Premium,Gold,Ahmedabad,Gujarat
C013245,Premium,Membership Rewards,Mumbai,Maharashtra
C013246,Upper Middle,Corporate,Bengaluru,Karnataka
C013247,Affluent,SmartEarn,Mumbai,Maharashtra
C013248,Affluent,Travel Platinum,Bengaluru,Karnataka
C013249,Affluent,Platinum,Hyderabad,Telangana
C013251,Affluent,Gold,Delhi,Delhi
C013252,Affluent,Corporate,Delhi,Delhi
C013254,Premium,Travel Platinum,Hyderabad,Telangana
C013255,Mass Affluent,Gold,Mumbai,Maharashtra
C013258,Upper Middle,Platinum,Chennai,Tamil Nadu
C013261,Affluent,SmartEarn,Chennai,Tamil Nadu
C013263,Affluent,Membership Rewards,Bengaluru,Karnataka
C013264,Mass Affluent,Gold,Jaipur,Rajasthan
C013265,Affluent,Gold,Bengaluru,Karnataka
C013267,Upper Middle,Gold,Bengaluru,Karnataka
C013268,Premium,Platinum,Chennai,Tamil Nadu
C013269,Premium,Corporate,Mumbai,Maharashtra
C013271,Affluent,Corporate,Kolkata,West Bengal
C013272,Affluent,Travel Platinum,Hyderabad,Telangana
C013273,Premium,Gold,Pune,Maharashtra
C013274,Premium,Travel Platinum,Bengaluru,Karnataka
C013275,Upper Middle,Gold,Pune,Maharashtra
C013276,Upper Middle,Membership Rewards,Mumbai,Maharashtra
C013278,Affluent,SmartEarn,Hyderabad,Telangana
C013279,Upper Middle,Gold,Hyderabad,Telangana
C013280,Upper Middle,Travel Platinum,Ahmedabad,Gujarat
C013283,Premium,Platinum,Delhi,Delhi
C013284,Premium,Corporate,Hyderabad,Telangana
C013285,Upper Middle,Gold,Hyderabad,Telangana
C013286,Premium,Platinum,Mumbai,Maharashtra
C013287,Affluent,Platinum,Mumbai,Maharashtra
C013288,Affluent,Gold,Chennai,Tamil Nadu
C013289,Upper Middle,Gold,Mumbai,Maharashtra
C013290,Premium,Travel Platinum,Mumbai,Maharashtra
C013293,Premium,SmartEarn,Hyderabad,Telangana
C013295,Mass Affluent,Membership Rewards,Pune,Maharashtra
C013296,Premium,Gold,Chennai,Tamil Nadu
C013300,Premium,Membership Rewards,Mumbai,Maharashtra
C013304,Premium,Gold,Bengaluru,Karnataka
C013306,Affluent,Platinum,Hyderabad,Telangana
C013308,Affluent,Gold,Delhi,Delhi
C013309,Affluent,Corporate,Bengaluru,Karnataka
C013311,Premium,Membership Rewards,Jaipur,Rajasthan
C013312,Premium,Gold,Chennai,Tamil Nadu
C013313,Upper Middle,Platinum,Delhi,Delhi
C013314,Affluent,Corporate,Pune,Maharashtra
C013315,Affluent,Gold,Chennai,Tamil Nadu
C013317,Affluent,Gold,Hyderabad,Telangana
