TransactionID,TransactionDate,FY,Quarter,Month,FiscalMonthOrder,CalendarYear,MonthNo,CustomerID,CardNetwork,CardVariant,CustomerSegment,City,State,MerchantCategory,MerchantName,Channel,TransactionAmount_INR
T00179994,2025-06-05,FY25-26,Q1,Jun-25,3,2025,6,C006492,AmEx,SmartEarn,Upper Middle,Delhi,Delhi,Grocery,BigBasket,POS,332.0
T00615670,2025-07-12,FY25-26,Q2,Jul-25,4,2025,7,C022144,AmEx,Platinum,Premium,Chennai,Tamil Nadu,Fuel,HPCL,POS,1904.0
T00809667,2026-01-03,FY25-26,Q4,Jan-26,10,2026,1,C029115,AmEx,Corporate,Affluent,Mumbai,Maharashtra,Travel,Akbar Travels,POS,14112.0
T00319795,2025-09-10,FY25-26,Q2,Sep-25,6,2025,9,C011504,AmEx,Gold,Upper Middle,Delhi,Delhi,Electronics,Vijay Sales,Online,850.0
T00219026,2025-08-30,FY25-26,Q2,Aug-25,5,2025,8,C007904,AmEx,Gold,Affluent,Hyderabad,Telangana,Hotels,Taj Hotels,Online,2244.0
T00715774,2025-06-15,FY25-26,Q1,Jun-25,3,2025,6,C025748,AmEx,Membership Rewards,Mass Affluent,Jaipur,Rajasthan,Electronics,Vijay Sales,POS,1315.0
T00097045,2026-02-21,FY25-26,Q4,Feb-26,11,2026,2,C003492,AmEx,SmartEarn,Upper Middle,Delhi,Delhi,Healthcare,Apollo Hospitals,POS,612.0
T00350292,2026-01-08,FY25-26,Q4,Jan-26,10,2026,1,C012603,AmEx,Membership Rewards,Mass Affluent,Delhi,Delhi,Hotels,OYO Premium,Online,9384.0
T00222380,2026-02-11,FY25-26,Q4,Feb-26,11,2026,2,C008028,AmEx,Platinum,Upper Middle,Delhi,Delhi,Luxury Retail,Sephora,POS,2307.0
T00258159,2026-03-05,FY25-26,Q4,Mar-26,12,2026,3,C009302,AmEx,Platinum,Premium,Bengaluru,Karnataka,Dining,Starbucks,POS,1324.0
T00631994,2025-04-13,FY25-26,Q1,Apr-25,1,2025,4,C022729,AmEx,Travel Platinum,Premium,Delhi,Delhi,Travel,IRCTC,POS,12774.0
T00630766,2025-04-19,FY25-26,Q1,Apr-25,1,2025,4,C022687,AmEx,Travel Platinum,Affluent,Mumbai,Maharashtra,Healthcare,Practo,POS,1164.0
T00700824,2025-07-30,FY25-26,Q2,Jul-25,4,2025,7,C025212,AmEx,Corporate,Premium,Mumbai,Maharashtra,E-commerce,Ajio,Online,3622.0
T00713425,2025-12-02,FY25-26,Q3,Dec-25,9,2025,12,C025664,AmEx,Membership Rewards,Upper Middle,Hyderabad,Telangana,E-commerce,Amazon India,Online,587.0
T00852261,2025-05-31,FY25-26,Q1,May-25,2,2025,5,C030648,AmEx,Membership Rewards,Affluent,Ahmedabad,Gujarat,Grocery,Nature's Basket,POS,340.0
T00471548,2025-11-22,FY25-26,Q3,Nov-25,8,2025,11,C016966,AmEx,Travel Platinum,Affluent,Pune,Maharashtra,Fuel,Shell,POS,3164.0
T00548319,2026-01-11,FY25-26,Q4,Jan-26,10,2026,1,C019724,AmEx,Corporate,Mass Affluent,Chennai,Tamil Nadu,E-commerce,Ajio,Online,770.0
T00303887,2026-02-04,FY25-26,Q4,Feb-26,11,2026,2,C010942,AmEx,Platinum,Mass Affluent,Ahmedabad,Gujarat,Hotels,ITC Hotels,Online,822.0
T00148233,2026-03-17,FY25-26,Q4,Mar-26,12,2026,3,C005346,AmEx,Travel Platinum,Premium,Ahmedabad,Gujarat,Dining,Starbucks,POS,5548.0
T00270411,2025-04-05,FY25-26,Q1,Apr-25,1,2025,4,C009749,AmEx,Platinum,Upper Middle,Mumbai,Maharashtra,E-commerce,Myntra,Online,2988.0
T00466616,2026-03-26,FY25-26,Q4,Mar-26,12,2026,3,C016790,AmEx,Gold,Premium,Chennai,Tamil Nadu,Travel,IRCTC,POS,7270.0
T00620755,2025-04-26,FY25-26,Q1,Apr-25,1,2025,4,C022328,AmEx,SmartEarn,Upper Middle,Bengaluru,Karnataka,Luxury Retail,Shoppers Stop,POS,2593.0
T00377000,2026-02-24,FY25-26,Q4,Feb-26,11,2026,2,C013557,AmEx,Travel Platinum,Upper Middle,Kolkata,West Bengal,E-commerce,Ajio,Online,1044.0
T00740694,2025-12-01,FY25-26,Q3,Dec-25,9,2025,12,C026628,AmEx,Gold,Premium,Chennai,Tamil Nadu,Hotels,Radisson,Online,16068.0
T00407610,2025-05-13,FY25-26,Q1,May-25,2,2025,5,C014654,AmEx,Travel Platinum,Premium,Mumbai,Maharashtra,Travel,Akbar Travels,POS,9651.0
T00849624,2025-05-22,FY25-26,Q1,May-25,2,2025,5,C030551,AmEx,Gold,Premium,Delhi,Delhi,E-commerce,Myntra,POS,2488.0
T00247861,2025-11-14,FY25-26,Q3,Nov-25,8,2025,11,C008941,AmEx,Travel Platinum,Premium,Mumbai,Maharashtra,Electronics,Apple India,Online,5938.0
T00453634,2026-03-11,FY25-26,Q4,Mar-26,12,2026,3,C016324,AmEx,Platinum,Affluent,Pune,Maharashtra,Healthcare,Apollo Pharmacy,POS,1567.0
T00786649,2026-01-10,FY25-26,Q4,Jan-26,10,2026,1,C028277,AmEx,Membership Rewards,Affluent,Delhi,Delhi,Electronics,Vijay Sales,POS,4027.0
T00851771,2025-06-15,FY25-26,Q1,Jun-25,3,2025,6,C030630,AmEx,Corporate,Mass Affluent,Bengaluru,Karnataka,Education,Great Learning,Online,4262.0
T00371608,2026-02-10,FY25-26,Q4,Feb-26,11,2026,2,C013361,AmEx,Travel Platinum,Premium,Mumbai,Maharashtra,Travel,Yatra,POS,5427.0
T00840650,2025-09-01,FY25-26,Q2,Sep-25,6,2025,9,C030222,AmEx,SmartEarn,Premium,Hyderabad,Telangana,Dining,Barbeque Nation,POS,4688.0
T00827153,2025-06-08,FY25-26,Q1,Jun-25,3,2025,6,C029736,AmEx,SmartEarn,Premium,Delhi,Delhi,Electronics,Croma,Online,1574.0
T00365226,2025-07-08,FY25-26,Q2,Jul-25,4,2025,7,C013136,AmEx,SmartEarn,Premium,Bengaluru,Karnataka,Travel,MakeMyTrip,POS,3846.0
T00166230,2025-05-17,FY25-26,Q1,May-25,2,2025,5,C005990,AmEx,Platinum,Premium,Mumbai,Maharashtra,Grocery,Nature's Basket,POS,2180.0
T00696310,2025-12-22,FY25-26,Q3,Dec-25,9,2025,12,C025047,AmEx,Platinum,Upper Middle,Mumbai,Maharashtra,Hotels,OYO Premium,Online,11892.0
T00828453,2026-03-26,FY25-26,Q4,Mar-26,12,2026,3,C029784,AmEx,Platinum,Affluent,Chennai,Tamil Nadu,E-commerce,Nykaa,Online,3971.0
T00192014,2025-11-30,FY25-26,Q3,Nov-25,8,2025,11,C006928,AmEx,Membership Rewards,Affluent,Ahmedabad,Gujarat,Travel,Yatra,POS,3616.0
T00440536,2025-12-28,FY25-26,Q3,Dec-25,9,2025,12,C015848,AmEx,Gold,Upper Middle,Hyderabad,Telangana,Dining,Zomato Dining,POS,764.0
T00696103,2025-12-29,FY25-26,Q3,Dec-25,9,2025,12,C025039,AmEx,Gold,Upper Middle,Mumbai,Maharashtra,Dining,Barbeque Nation,POS,876.0
T00087046,2025-05-13,FY25-26,Q1,May-25,2,2025,5,C003132,AmEx,SmartEarn,Upper Middle,Mumbai,Maharashtra,E-commerce,Amazon India,Online,364.0
T00124423,2025-05-28,FY25-26,Q1,May-25,2,2025,5,C004480,AmEx,Membership Rewards,Mass Affluent,Delhi,Delhi,Electronics,Reliance Digital,Online,3091.0
T00660936,2025-11-05,FY25-26,Q3,Nov-25,8,2025,11,C023765,AmEx,Corporate,Affluent,Bengaluru,Karnataka,Dining,Mainland China,POS,816.0
T00419314,2025-12-26,FY25-26,Q3,Dec-25,9,2025,12,C015075,AmEx,Gold,Mass Affluent,Mumbai,Maharashtra,E-commerce,Flipkart,Online,2135.0
T00007546,2025-10-05,FY25-26,Q3,Oct-25,7,2025,10,C000278,AmEx,Travel Platinum,Affluent,Mumbai,Maharashtra,E-commerce,Nykaa,Online,12524.0
T00612540,2025-12-06,FY25-26,Q3,Dec-25,9,2025,12,C022030,AmEx,Platinum,Premium,Pune,Maharashtra,Education,Great Learning,POS,20686.0
T00010244,2025-05-06,FY25-26,Q1,May-25,2,2025,5,C000376,AmEx,Membership Rewards,Affluent,Kolkata,West Bengal,Luxury Retail,Sephora,POS,11990.0
T00125619,2025-04-07,FY25-26,Q1,Apr-25,1,2025,4,C004525,AmEx,Gold,Upper Middle,Mumbai,Maharashtra,E-commerce,Myntra,Online,3384.0
T00729726,2025-09-28,FY25-26,Q2,Sep-25,6,2025,9,C026237,AmEx,Platinum,Mass Affluent,Pune,Maharashtra,Travel,IndiGo,POS,2093.0
T00826404,2025-09-05,FY25-26,Q2,Sep-25,6,2025,9,C029711,AmEx,Corporate,Premium,Mumbai,Maharashtra,Luxury Retail,Sephora,POS,16867.0
T00207223,2025-12-15,FY25-26,Q3,Dec-25,9,2025,12,C007471,AmEx,Gold,Upper Middle,Bengaluru,Karnataka,Dining,Starbucks,POS,1804.0
T00345880,2026-01-18,FY25-26,Q4,Jan-26,10,2026,1,C012442,AmEx,Travel Platinum,Premium,Delhi,Delhi,Electronics,Croma,Online,28675.0
T00285271,2025-08-26,FY25-26,Q2,Aug-25,5,2025,8,C010279,AmEx,Gold,Premium,Mumbai,Maharashtra,E-commerce,Flipkart,Online,1573.0
T00875006,2025-04-02,FY25-26,Q1,Apr-25,1,2025,4,C031462,AmEx,Travel Platinum,Mass Affluent,Mumbai,Maharashtra,Healthcare,Apollo Hospitals,POS,763.0
T00455438,2025-10-28,FY25-26,Q3,Oct-25,7,2025,10,C016391,AmEx,Platinum,Affluent,Delhi,Delhi,Dining,Zomato Dining,Online,2320.0
T00873753,2026-03-26,FY25-26,Q4,Mar-26,12,2026,3,C031417,AmEx,Gold,Affluent,Mumbai,Maharashtra,Hotels,OYO Premium,Online,3570.0
T00744739,2026-01-17,FY25-26,Q4,Jan-26,10,2026,1,C026770,AmEx,SmartEarn,Affluent,Delhi,Delhi,Electronics,Apple India,POS,1205.0
T00210493,2025-08-09,FY25-26,Q2,Aug-25,5,2025,8,C007590,AmEx,Gold,Affluent,Mumbai,Maharashtra,Travel,IndiGo,Online,8115.0
T00758942,2025-04-24,FY25-26,Q1,Apr-25,1,2025,4,C027277,AmEx,SmartEarn,Mass Affluent,Chennai,Tamil Nadu,Travel,MakeMyTrip,Online,4627.0
T00612527,2025-05-15,FY25-26,Q1,May-25,2,2025,5,C022030,AmEx,Platinum,Premium,Pune,Maharashtra,Dining,Swiggy Dineout,POS,4224.0
T00139587,2025-05-02,FY25-26,Q1,May-25,2,2025,5,C005030,AmEx,Membership Rewards,Premium,Bengaluru,Karnataka,Education,Byju's,Online,4698.0
T00075992,2025-07-09,FY25-26,Q2,Jul-25,4,2025,7,C002739,AmEx,Corporate,Premium,Pune,Maharashtra,E-commerce,Amazon India,Online,4442.0
T00812369,2025-06-03,FY25-26,Q1,Jun-25,3,2025,6,C029211,AmEx,Platinum,Premium,Jaipur,Rajasthan,Luxury Retail,Lifestyle,POS,15590.0
T00532486,2025-12-13,FY25-26,Q3,Dec-25,9,2025,12,C019154,AmEx,Platinum,Premium,Mumbai,Maharashtra,Education,Great Learning,Online,4438.0
T00440114,2025-09-21,FY25-26,Q2,Sep-25,6,2025,9,C015833,AmEx,Gold,Premium,Bengaluru,Karnataka,E-commerce,Ajio,POS,1472.0
T00789864,2025-06-12,FY25-26,Q1,Jun-25,3,2025,6,C028395,AmEx,Gold,Mass Affluent,Gurugram,Haryana,Dining,Barbeque Nation,POS,2024.0
T00256410,2025-11-26,FY25-26,Q3,Nov-25,8,2025,11,C009241,AmEx,Platinum,Premium,Delhi,Delhi,Travel,MakeMyTrip,Online,24237.0
T00700638,2025-06-14,FY25-26,Q1,Jun-25,3,2025,6,C025205,AmEx,Platinum,Premium,Delhi,Delhi,Dining,Zomato Dining,POS,4076.0
T00600896,2026-02-24,FY25-26,Q4,Feb-26,11,2026,2,C021605,AmEx,SmartEarn,Premium,Delhi,Delhi,Dining,Starbucks,POS,812.0
T00267219,2025-04-06,FY25-26,Q1,Apr-25,1,2025,4,C009630,AmEx,Corporate,Premium,Mumbai,Maharashtra,Travel,Air India,POS,21459.0
T00664634,2026-01-05,FY25-26,Q4,Jan-26,10,2026,1,C023896,AmEx,SmartEarn,Upper Middle,Delhi,Delhi,Hotels,Taj Hotels,Online,4668.0
T00056314,2025-11-04,FY25-26,Q3,Nov-25,8,2025,11,C002027,AmEx,Corporate,Affluent,Chennai,Tamil Nadu,Grocery,Blinkit,Online,2888.0
T00024694,2025-05-16,FY25-26,Q1,May-25,2,2025,5,C000889,AmEx,Membership Rewards,Mass Affluent,Mumbai,Maharashtra,Grocery,Blinkit,POS,828.0
T00435016,2025-10-09,FY25-26,Q3,Oct-25,7,2025,10,C015645,AmEx,Gold,Affluent,Chennai,Tamil Nadu,Luxury Retail,Tata CLiQ Luxury,POS,6194.0
T00286423,2025-09-02,FY25-26,Q2,Sep-25,6,2025,9,C010319,AmEx,Gold,Upper Middle,Pune,Maharashtra,Dining,Starbucks,POS,944.0
T00747795,2025-08-12,FY25-26,Q2,Aug-25,5,2025,8,C026876,AmEx,Corporate,Premium,Mumbai,Maharashtra,E-commerce,Flipkart,Online,9180.0
T00083391,2026-01-07,FY25-26,Q4,Jan-26,10,2026,1,C003000,AmEx,Membership Rewards,Premium,Bengaluru,Karnataka,Luxury Retail,Tata CLiQ Luxury,POS,7022.0
T00797714,2025-11-08,FY25-26,Q3,Nov-25,8,2025,11,C028677,AmEx,SmartEarn,Affluent,Hyderabad,Telangana,Dining,Zomato Dining,POS,1224.0
T00231720,2025-08-03,FY25-26,Q2,Aug-25,5,2025,8,C008365,AmEx,Gold,Affluent,Hyderabad,Telangana,Electronics,Apple India,POS,4829.0
T00378634,2025-12-30,FY25-26,Q3,Dec-25,9,2025,12,C013618,AmEx,SmartEarn,Affluent,Kolkata,West Bengal,Travel,MakeMyTrip,POS,5920.0
T00466741,2025-10-06,FY25-26,Q3,Oct-25,7,2025,10,C016795,AmEx,Membership Rewards,Premium,Chennai,Tamil Nadu,Grocery,Nature's Basket,POS,892.0
T00785940,2026-03-08,FY25-26,Q4,Mar-26,12,2026,3,C028252,AmEx,Gold,Upper Middle,Hyderabad,Telangana,Hotels,ITC Hotels,Online,4758.0
T00634145,2025-09-16,FY25-26,Q2,Sep-25,6,2025,9,C022804,AmEx,Gold,Premium,Mumbai,Maharashtra,Education,Great Learning,Online,1879.0
T00515523,2026-03-23,FY25-26,Q4,Mar-26,12,2026,3,C018538,AmEx,SmartEarn,Affluent,Hyderabad,Telangana,Dining,Mainland China,POS,3160.0
T00509066,2025-08-18,FY25-26,Q2,Aug-25,5,2025,8,C018306,AmEx,Gold,Affluent,Bengaluru,Karnataka,E-commerce,Myntra,Online,2707.0
T00216557,2025-04-27,FY25-26,Q1,Apr-25,1,2025,4,C007817,AmEx,Gold,Premium,Hyderabad,Telangana,Fuel,BPCL,POS,616.0
T00208034,2026-01-25,FY25-26,Q4,Jan-26,10,2026,1,C007501,AmEx,Platinum,Premium,Mumbai,Maharashtra,Travel,IRCTC,Online,22976.0
T00453792,2025-06-11,FY25-26,Q1,Jun-25,3,2025,6,C016330,AmEx,Corporate,Premium,Kolkata,West Bengal,Dining,Starbucks,POS,4524.0
T00847241,2025-10-19,FY25-26,Q3,Oct-25,7,2025,10,C030462,AmEx,Corporate,Premium,Pune,Maharashtra,Hotels,Taj Hotels,Online,20184.0
T00846581,2025-10-01,FY25-26,Q3,Oct-25,7,2025,10,C030438,AmEx,Platinum,Affluent,Delhi,Delhi,Dining,Mainland China,Online,2624.0
T00819530,2025-05-16,FY25-26,Q1,May-25,2,2025,5,C029467,AmEx,SmartEarn,Mass Affluent,Gurugram,Haryana,Travel,IRCTC,POS,4838.0
T00367744,2025-08-06,FY25-26,Q2,Aug-25,5,2025,8,C013225,AmEx,Gold,Mass Affluent,Hyderabad,Telangana,Education,Great Learning,Online,1988.0
T00787072,2025-04-29,FY25-26,Q1,Apr-25,1,2025,4,C028294,AmEx,Travel Platinum,Premium,Hyderabad,Telangana,Luxury Retail,Lifestyle,POS,11469.0
T00734752,2026-03-02,FY25-26,Q4,Mar-26,12,2026,3,C026413,AmEx,Gold,Upper Middle,Chennai,Tamil Nadu,Luxury Retail,Shoppers Stop,POS,5869.0
T00862783,2025-04-02,FY25-26,Q1,Apr-25,1,2025,4,C031027,AmEx,Platinum,Upper Middle,Chennai,Tamil Nadu,E-commerce,Amazon India,Online,1166.0
T00290077,2026-02-14,FY25-26,Q4,Feb-26,11,2026,2,C010451,AmEx,Platinum,Premium,Delhi,Delhi,Dining,Swiggy Dineout,POS,1496.0
T00815757,2026-03-13,FY25-26,Q4,Mar-26,12,2026,3,C029332,AmEx,Platinum,Upper Middle,Pune,Maharashtra,Travel,MakeMyTrip,Online,3398.0
T00846033,2026-01-06,FY25-26,Q4,Jan-26,10,2026,1,C030418,AmEx,Gold,Affluent,Hyderabad,Telangana,Electronics,Reliance Digital,POS,21326.0
T00781536,2026-02-24,FY25-26,Q4,Feb-26,11,2026,2,C028093,AmEx,Platinum,Upper Middle,Mumbai,Maharashtra,Dining,Swiggy Dineout,POS,2156.0
T00589877,2026-03-26,FY25-26,Q4,Mar-26,12,2026,3,C021211,AmEx,Platinum,Premium,Bengaluru,Karnataka,Travel,IndiGo,POS,20013.0
T00840574,2026-02-19,FY25-26,Q4,Feb-26,11,2026,2,C030219,AmEx,Gold,Affluent,Mumbai,Maharashtra,Hotels,Radisson,Online,12828.0
T00634961,2025-05-15,FY25-26,Q1,May-25,2,2025,5,C022834,AmEx,Membership Rewards,Premium,Pune,Maharashtra,Dining,Swiggy Dineout,POS,1728.0
T00403843,2025-12-12,FY25-26,Q3,Dec-25,9,2025,12,C014518,AmEx,Travel Platinum,Affluent,Mumbai,Maharashtra,Luxury Retail,Lifestyle,POS,30895.0
T00344620,2025-10-12,FY25-26,Q3,Oct-25,7,2025,10,C012397,AmEx,Membership Rewards,Affluent,Mumbai,Maharashtra,Luxury Retail,Sephora,POS,33096.0
T00283918,2025-07-09,FY25-26,Q2,Jul-25,4,2025,7,C010229,AmEx,Gold,Affluent,Chennai,Tamil Nadu,E-commerce,Flipkart,Online,659.0
T00057300,2025-11-09,FY25-26,Q3,Nov-25,8,2025,11,C002063,AmEx,Travel Platinum,Affluent,Bengaluru,Karnataka,Hotels,OYO Premium,Online,6948.0
T00672401,2025-10-30,FY25-26,Q3,Oct-25,7,2025,10,C024174,AmEx,Platinum,Affluent,Mumbai,Maharashtra,Luxury Retail,Shoppers Stop,POS,25318.0
T00178606,2025-09-15,FY25-26,Q2,Sep-25,6,2025,9,C006440,AmEx,Travel Platinum,Affluent,Hyderabad,Telangana,Healthcare,Fortis,Online,1759.0
T00764058,2025-08-10,FY25-26,Q2,Aug-25,5,2025,8,C027460,AmEx,Gold,Affluent,Bengaluru,Karnataka,Dining,Starbucks,POS,1992.0
T00540777,2025-12-25,FY25-26,Q3,Dec-25,9,2025,12,C019454,AmEx,Platinum,Premium,Hyderabad,Telangana,E-commerce,Nykaa,Online,1415.0
T00124520,2026-02-23,FY25-26,Q4,Feb-26,11,2026,2,C004483,AmEx,Membership Rewards,Affluent,Pune,Maharashtra,Travel,Yatra,Online,7136.0
T00360120,2026-01-05,FY25-26,Q4,Jan-26,10,2026,1,C012958,AmEx,Gold,Premium,Bengaluru,Karnataka,Hotels,Radisson,Online,5562.0
T00841327,2025-10-14,FY25-26,Q3,Oct-25,7,2025,10,C030247,AmEx,Travel Platinum,Upper Middle,Bengaluru,Karnataka,Grocery,BigBasket,POS,500.0
T00538007,2026-02-18,FY25-26,Q4,Feb-26,11,2026,2,C019353,AmEx,SmartEarn,Premium,Delhi,Delhi,Dining,Zomato Dining,POS,1160.0
T00733762,2025-08-11,FY25-26,Q2,Aug-25,5,2025,8,C026379,AmEx,Gold,Upper Middle,Bengaluru,Karnataka,Hotels,OYO Premium,POS,3834.0
T00232265,2025-08-16,FY25-26,Q2,Aug-25,5,2025,8,C008385,AmEx,SmartEarn,Premium,Bengaluru,Karnataka,Dining,Swiggy Dineout,POS,1048.0
T00540659,2026-01-07,FY25-26,Q4,Jan-26,10,2026,1,C019450,AmEx,Platinum,Mass Affluent,Delhi,Delhi,Education,Great Learning,Online,1982.0
T00594843,2025-12-01,FY25-26,Q3,Dec-25,9,2025,12,C021392,AmEx,SmartEarn,Affluent,Bengaluru,Karnataka,E-commerce,Flipkart,Online,832.0
T00749161,2025-09-15,FY25-26,Q2,Sep-25,6,2025,9,C026926,AmEx,Platinum,Mass Affluent,Chennai,Tamil Nadu,E-commerce,Myntra,Online,626.0
T00126888,2025-11-13,FY25-26,Q3,Nov-25,8,2025,11,C004570,AmEx,SmartEarn,Affluent,Chennai,Tamil Nadu,Travel,Air India,POS,4339.0
T00567613,2025-10-22,FY25-26,Q3,Oct-25,7,2025,10,C020402,AmEx,Travel Platinum,Affluent,Hyderabad,Telangana,Travel,Air India,POS,18547.0
T00038045,2025-11-07,FY25-26,Q3,Nov-25,8,2025,11,C001376,AmEx,SmartEarn,Upper Middle,Hyderabad,Telangana,Dining,Starbucks,Online,588.0
T00604587,2026-01-24,FY25-26,Q4,Jan-26,10,2026,1,C021738,AmEx,Gold,Affluent,Hyderabad,Telangana,E-commerce,Amazon India,Online,3323.0
T00144978,2025-07-30,FY25-26,Q2,Jul-25,4,2025,7,C005225,AmEx,Gold,Premium,Delhi,Delhi,Travel,IndiGo,POS,3110.0
T00061823,2025-10-20,FY25-26,Q3,Oct-25,7,2025,10,C002227,AmEx,Platinum,Premium,Gurugram,Haryana,Grocery,Reliance Fresh,POS,996.0
T00391763,2025-08-18,FY25-26,Q2,Aug-25,5,2025,8,C014081,AmEx,Membership Rewards,Affluent,Ahmedabad,Gujarat,E-commerce,Myntra,Online,1368.0
T00643339,2025-04-18,FY25-26,Q1,Apr-25,1,2025,4,C023140,AmEx,Platinum,Affluent,Mumbai,Maharashtra,E-commerce,Myntra,Online,1476.0
T00130295,2026-01-18,FY25-26,Q4,Jan-26,10,2026,1,C004693,AmEx,Platinum,Affluent,Mumbai,Maharashtra,Entertainment,BookMyShow,Online,3824.0
T00584676,2026-03-03,FY25-26,Q4,Mar-26,12,2026,3,C021024,AmEx,Membership Rewards,Premium,Mumbai,Maharashtra,E-commerce,Ajio,POS,4504.0
T00121064,2025-12-18,FY25-26,Q3,Dec-25,9,2025,12,C004357,AmEx,Gold,Affluent,Pune,Maharashtra,Luxury Retail,Shoppers Stop,Online,9498.0
T00545411,2025-04-30,FY25-26,Q1,Apr-25,1,2025,4,C019617,AmEx,Gold,Upper Middle,Gurugram,Haryana,Travel,IRCTC,Online,1568.0
T00107224,2025-09-23,FY25-26,Q2,Sep-25,6,2025,9,C003859,AmEx,Corporate,Affluent,Delhi,Delhi,Dining,Starbucks,POS,3044.0
T00202169,2025-08-31,FY25-26,Q2,Aug-25,5,2025,8,C007290,AmEx,Membership Rewards,Premium,Mumbai,Maharashtra,Hotels,OYO Premium,Online,8616.0
T00386428,2025-06-05,FY25-26,Q1,Jun-25,3,2025,6,C013893,AmEx,Membership Rewards,Premium,Hyderabad,Telangana,Grocery,BigBasket,POS,1212.0
T00215694,2025-05-21,FY25-26,Q1,May-25,2,2025,5,C007783,AmEx,Corporate,Upper Middle,Chennai,Tamil Nadu,Dining,Swiggy Dineout,POS,1696.0
T00515254,2025-08-18,FY25-26,Q2,Aug-25,5,2025,8,C018529,AmEx,Platinum,Affluent,Pune,Maharashtra,Grocery,Blinkit,POS,1372.0
T00784709,2025-09-13,FY25-26,Q2,Sep-25,6,2025,9,C028207,AmEx,Travel Platinum,Affluent,Jaipur,Rajasthan,Travel,IndiGo,POS,10189.0
T00009703,2025-05-01,FY25-26,Q1,May-25,2,2025,5,C000356,AmEx,Membership Rewards,Affluent,Mumbai,Maharashtra,Healthcare,Practo,POS,734.0
T00368226,2026-03-16,FY25-26,Q4,Mar-26,12,2026,3,C013241,AmEx,Platinum,Affluent,Mumbai,Maharashtra,E-commerce,Amazon India,Online,2772.0
T00405043,2025-11-30,FY25-26,Q3,Nov-25,8,2025,11,C014560,AmEx,Platinum,Upper Middle,Bengaluru,Karnataka,E-commerce,Nykaa,Online,2632.0
T00152151,2025-05-27,FY25-26,Q1,May-25,2,2025,5,C005482,AmEx,Travel Platinum,Upper Middle,Mumbai,Maharashtra,Grocery,BigBasket,POS,324.0
T00088793,2025-05-09,FY25-26,Q1,May-25,2,2025,5,C003196,AmEx,Corporate,Affluent,Delhi,Delhi,Dining,Mainland China,POS,1432.0
T00651667,2025-12-24,FY25-26,Q3,Dec-25,9,2025,12,C023436,AmEx,Travel Platinum,Affluent,Bengaluru,Karnataka,Travel,MakeMyTrip,Online,11405.0
T00291530,2025-10-14,FY25-26,Q3,Oct-25,7,2025,10,C010504,AmEx,Platinum,Affluent,Chennai,Tamil Nadu,Grocery,BigBasket,POS,172.0
T00623691,2025-11-07,FY25-26,Q3,Nov-25,8,2025,11,C022432,AmEx,Membership Rewards,Upper Middle,Gurugram,Haryana,Fuel,Shell,POS,380.0
T00662461,2026-02-18,FY25-26,Q4,Feb-26,11,2026,2,C023820,AmEx,Gold,Premium,Mumbai,Maharashtra,Electronics,Apple India,Online,39533.0
T00089386,2025-05-18,FY25-26,Q1,May-25,2,2025,5,C003217,AmEx,Travel Platinum,Affluent,Delhi,Delhi,Dining,Starbucks,Online,1844.0
T00026503,2025-07-05,FY25-26,Q2,Jul-25,4,2025,7,C000953,AmEx,Membership Rewards,Upper Middle,Bengaluru,Karnataka,Hotels,Taj Hotels,Online,8094.0
T00321031,2026-03-10,FY25-26,Q4,Mar-26,12,2026,3,C011548,AmEx,Platinum,Affluent,Pune,Maharashtra,Education,Coursera,POS,3973.0
T00570487,2026-03-13,FY25-26,Q4,Mar-26,12,2026,3,C020506,AmEx,Gold,Upper Middle,Kolkata,West Bengal,E-commerce,Nykaa,Online,414.0
T00485325,2025-04-01,FY25-26,Q1,Apr-25,1,2025,4,C017456,AmEx,Gold,Premium,Ahmedabad,Gujarat,Grocery,Blinkit,POS,520.0
T00565016,2025-12-06,FY25-26,Q3,Dec-25,9,2025,12,C020310,AmEx,Gold,Affluent,Mumbai,Maharashtra,Dining,Starbucks,POS,3356.0
T00180267,2026-03-04,FY25-26,Q4,Mar-26,12,2026,3,C006500,AmEx,Membership Rewards,Premium,Jaipur,Rajasthan,Travel,IRCTC,POS,10720.0
T00794356,2026-03-13,FY25-26,Q4,Mar-26,12,2026,3,C028555,AmEx,Gold,Upper Middle,Chennai,Tamil Nadu,Education,Great Learning,Online,5743.0
T00724478,2025-09-02,FY25-26,Q2,Sep-25,6,2025,9,C026052,AmEx,Travel Platinum,Affluent,Chennai,Tamil Nadu,Entertainment,BookMyShow,Online,1660.0
T00251324,2025-04-15,FY25-26,Q1,Apr-25,1,2025,4,C009062,AmEx,Membership Rewards,Affluent,Delhi,Delhi,Travel,Akbar Travels,Online,5344.0
T00788945,2025-10-10,FY25-26,Q3,Oct-25,7,2025,10,C028362,AmEx,Travel Platinum,Premium,Mumbai,Maharashtra,Dining,Zomato Dining,POS,912.0
T00228622,2025-11-06,FY25-26,Q3,Nov-25,8,2025,11,C008254,AmEx,Corporate,Premium,Hyderabad,Telangana,Fuel,Shell,POS,1656.0
T00064836,2025-11-12,FY25-26,Q3,Nov-25,8,2025,11,C002337,AmEx,Travel Platinum,Upper Middle,Delhi,Delhi,Travel,MakeMyTrip,Online,12038.0
T00636050,2026-03-21,FY25-26,Q4,Mar-26,12,2026,3,C022873,AmEx,Gold,Affluent,Hyderabad,Telangana,Healthcare,Apollo Hospitals,POS,595.0
